日付,時刻,降水量,気温,露点温度,蒸気圧,湿度,風速,風向,日照時間,降雪,積雪
2025-03-02,6,0.0,2.6,0.0,6.1,83.0,0.5,西北西,,,
2025-03-02,7,0.0,4.3,1.2,6.6,80.0,0.9,西北西,0.0,,
2025-03-02,8,0.0,8.2,2.0,7.1,65.0,1.6,北西,0.0,,
2025-03-02,9,0.0,10.7,3.0,7.6,59.0,1.0,東,0.1,,
2025-03-02,10,0.0,12.3,3.8,8.0,56.0,2.3,南東,0.0,,
2025-03-02,11,0.0,13.2,3.8,8.0,53.0,1.9,東南東,0.0,,
2025-03-02,12,0.0,13.9,3.7,7.9,50.0,2.2,東,0.0,,
2025-03-02,13,0.0,17.5,3.4,7.8,39.0,3.9,東南東,0.7,,
2025-03-02,14,0.0,17.1,2.7,7.4,38.0,2.3,東,0.0,,
2025-03-02,15,0.0,16.6,4.0,8.1,43.0,1.2,西北西,0.0,,
2025-03-02,16,0.0,15.9,4.9,8.7,48.0,0.5,西南西,0.0,,
2025-03-02,17,0.0,15.4,5.6,9.1,52.0,0.9,南西,0.0,,
2025-03-02,18,0.0,14.9,5.4,9.0,53.0,1.0,西北西,0.0,,
2025-03-02,19,0.0,13.1,6.2,9.5,63.0,0.7,西北西,,,
2025-03-02,20,0.0,14.8,5.6,9.1,54.0,1.8,西北西,,,
2025-03-02,21,0.0,13.4,6.1,9.4,61.0,0.8,西北西,,,
2025-03-02,22,0.0,13.7,6.1,9.4,60.0,2.6,西北西,,,
2025-03-02,23,0.0,12.1,7.4,10.3,73.0,1.0,西,,,
2025-03-03,0,0.0,2.4,-3.5,4.7,65.0,4.5,北西,,,
2025-03-03,1,0.0,11.8,5.7,9.1,66.0,2.1,北北西,,,
2025-03-03,2,0.0,10.7,6.5,9.7,75.0,3.3,北北西,,,
2025-03-03,3,0.0,9.4,6.3,9.6,81.0,1.7,北北西,,,
2025-03-03,4,0.5,8.8,6.4,9.6,85.0,2.3,北北西,,,
2025-03-03,5,0.5,8.2,6.8,9.9,91.0,1.0,西,,,
2025-03-03,6,2.0,8.1,6.7,9.8,91.0,2.1,北西,,,
2025-03-03,7,2.5,8.1,5.7,9.2,85.0,5.1,北北西,0.0,,
2025-03-03,8,1.0,7.7,5.7,9.1,87.0,1.6,北北東,0.0,,
2025-03-03,9,3.5,7.2,4.2,8.2,81.0,7.1,北西,0.0,,
2025-03-03,10,5.0,6.4,3.9,8.1,84.0,5.3,北北西,0.0,,
2025-03-03,11,4.0,7.2,4.0,8.1,80.0,4.5,北西,0.0,,
2025-03-03,12,5.0,6.3,4.3,8.3,87.0,2.3,北,0.0,,
2025-03-03,13,2.5,5.4,3.1,7.6,85.0,3.3,北,0.0,,
2025-03-03,14,1.0,4.8,1.5,6.8,79.0,7.5,北西,0.0,,
2025-03-03,15,0.5,5.1,0.5,6.3,72.0,7.2,北西,0.0,,
2025-03-03,16,0.0,5.2,0.2,6.2,70.0,8.1,北北西,0.0,,
2025-03-03,17,0.0,4.8,0.0,6.1,71.0,5.8,北北西,0.0,,
2025-03-03,18,0.0,5.1,-1.4,5.5,63.0,6.4,北西,0.0,,
2025-03-03,19,0.0,4.5,-2.1,5.2,62.0,8.3,北西,,,
2025-03-03,20,0.0,3.9,-2.5,5.1,63.0,6.4,北北西,,,
2025-03-03,21,0.0,3.1,-2.4,5.1,67.0,4.4,北北西,,,
2025-03-03,22,0.0,3.2,-3.6,4.7,61.0,7.6,北西,,,
2025-03-03,23,0.0,2.7,-3.2,4.8,65.0,4.0,北北西,,,
2025-03-04,0,1.0,0.1,-0.2,6.0,98.0,2.1,南東,,,
2025-03-04,1,0.0,2.2,-4.1,4.5,63.0,4.7,北北西,,,
2025-03-04,2,0.0,2.1,-4.2,4.5,63.0,4.4,北北西,,,
2025-03-04,3,0.0,2.2,-4.5,4.4,61.0,4.3,北北西,,,
2025-03-04,4,0.0,2.3,-4.4,4.4,61.0,3.8,北北西,,,
2025-03-04,5,0.0,2.5,-5.1,4.2,57.0,2.5,北北西,,,
2025-03-04,6,0.0,1.9,-4.0,4.6,65.0,1.0,西,,,
2025-03-04,7,0.0,2.4,-4.3,4.4,61.0,1.5,北北東,0.0,,
2025-03-04,8,0.0,2.8,-4.0,4.6,61.0,1.6,北,0.0,,
2025-03-04,9,0.0,3.6,-3.9,4.6,58.0,1.2,北東,0.0,,
2025-03-04,10,0.0,3.8,-2.8,5.0,62.0,0.6,南南東,0.0,,
2025-03-04,11,0.0,4.7,-1.9,5.3,62.0,0.6,南南西,0.0,,
2025-03-04,12,0.0,4.8,-2.3,5.2,60.0,1.2,東南東,0.0,,
2025-03-04,13,0.0,4.7,-0.5,5.9,69.0,3.3,南東,0.0,,
2025-03-04,14,0.0,4.1,-0.1,6.1,74.0,4.0,東南東,0.0,,
2025-03-04,15,0.0,1.9,0.0,6.1,87.0,1.6,南南東,0.0,,
2025-03-04,16,1.0,0.5,0.0,6.1,96.0,1.7,東南東,0.0,,
2025-03-04,17,2.0,0.3,-0.2,6.0,96.0,1.4,南南東,0.0,,
2025-03-04,18,2.0,0.2,-0.3,6.0,96.0,2.2,南東,0.0,,
2025-03-04,19,2.0,0.2,-0.3,6.0,96.0,1.9,東南東,,,
2025-03-04,20,2.0,0.1,-0.3,6.0,97.0,2.6,東南東,,,
2025-03-04,21,1.5,0.2,-0.2,6.0,97.0,3.4,南東,,,
2025-03-04,22,0.5,0.3,-0.2,6.0,96.0,3.3,南東,,,
2025-03-04,23,1.0,0.2,-0.2,6.0,97.0,1.7,東南東,,,
2025-03-05,0,0.0,4.8,4.2,8.3,96.0,0.5,南東,,,
2025-03-05,1,1.0,0.2,-0.1,6.1,98.0,0.9,北,,,
2025-03-05,2,1.0,0.3,0.0,6.1,98.0,0.7,南南西,,,
2025-03-05,3,1.0,0.2,0.1,6.1,99.0,0.3,南,,,
2025-03-05,4,0.5,0.3,0.0,6.1,98.0,0.3,西南西,,,
2025-03-05,5,0.5,0.3,0.0,6.1,98.0,0.5,東南東,,,
2025-03-05,6,0.0,0.4,0.1,6.2,98.0,0.4,西南西,,,
2025-03-05,7,0.0,0.5,0.2,6.2,98.0,0.5,西北西,0.0,,
2025-03-05,8,0.0,0.9,0.6,6.4,98.0,0.7,南東,0.0,,
2025-03-05,9,0.0,1.3,0.9,6.5,97.0,0.8,南東,0.0,,
2025-03-05,10,0.0,1.9,1.3,6.7,96.0,0.9,南東,0.0,,
2025-03-05,11,0.0,2.6,1.6,6.9,93.0,0.8,北,0.0,,
2025-03-05,12,0.0,3.8,2.3,7.2,90.0,0.5,南南東,0.0,,
2025-03-05,13,0.0,5.0,3.2,7.7,88.0,0.5,東,0.0,,
2025-03-05,14,0.0,6.8,4.5,8.4,85.0,0.6,南,0.0,,
2025-03-05,15,0.0,7.5,4.8,8.6,83.0,2.1,東南東,0.0,,
2025-03-05,16,0.0,7.9,5.4,9.0,84.0,0.6,南南東,0.0,,
2025-03-05,17,0.0,7.3,5.5,9.0,88.0,1.2,南東,0.0,,
2025-03-05,18,0.0,6.5,5.5,9.0,93.0,0.6,西,0.0,,
2025-03-05,19,0.0,6.0,5.1,8.8,94.0,0.9,西北西,,,
2025-03-05,20,0.0,5.5,4.9,8.7,96.0,0.8,南東,,,
2025-03-05,21,0.0,5.9,4.9,8.6,93.0,1.1,西北西,,,
2025-03-05,22,0.0,5.6,4.6,8.5,93.0,0.5,西北西,,,
2025-03-05,23,0.0,5.8,4.9,8.7,94.0,0.8,北北西,,,
2025-03-06,0,0.0,3.5,-6.2,3.8,49.0,7.2,北北西,,,
2025-03-06,1,0.0,3.2,2.8,7.5,97.0,0.6,北西,,,
2025-03-06,2,0.0,2.8,2.4,7.2,97.0,0.8,南西,,,
2025-03-06,3,0.0,3.0,2.6,7.4,97.0,0.7,南東,,,
2025-03-06,4,0.0,7.3,1.4,6.7,66.0,5.2,北北西,,,
2025-03-06,5,0.0,7.1,1.0,6.6,65.0,6.3,北西,,,
2025-03-06,6,0.0,6.4,0.7,6.4,67.0,7.0,北西,,,
2025-03-06,7,0.0,6.4,0.5,6.3,66.0,7.3,北西,0.0,,
2025-03-06,8,0.0,6.5,0.0,6.1,63.0,8.6,北西,0.0,,
2025-03-06,9,0.0,7.0,-0.4,5.9,59.0,9.1,北西,0.0,,
2025-03-06,10,0.0,7.7,-1.0,5.7,54.0,9.5,北西,0.0,,
2025-03-06,11,0.0,9.0,-0.9,5.7,50.0,8.8,北西,0.0,,
2025-03-06,12,0.0,10.0,-0.8,5.8,47.0,9.0,北西,0.1,,
2025-03-06,13,0.0,9.6,-1.1,5.6,47.0,9.2,北西,0.4,,
2025-03-06,14,0.0,9.5,-1.2,5.6,47.0,7.6,北西,0.0,,
2025-03-06,15,0.0,9.2,-1.8,5.4,46.0,7.7,北西,0.0,,
2025-03-06,16,0.0,8.5,-2.2,5.2,47.0,7.5,北西,0.0,,
2025-03-06,17,0.0,7.6,-2.1,5.2,50.0,7.2,北西,0.0,,
2025-03-06,18,0.0,6.8,-2.9,4.9,50.0,6.6,北西,0.0,,
2025-03-06,19,0.0,6.1,-3.0,4.9,52.0,7.7,北西,,,
2025-03-06,20,0.0,5.4,-4.2,4.5,50.0,8.0,北西,,,
2025-03-06,21,0.0,4.9,-4.6,4.3,50.0,8.8,北西,,,
2025-03-06,22,0.0,4.3,-5.2,4.2,50.0,8.7,北西,,,
2025-03-06,23,0.0,3.7,-5.7,4.0,50.0,9.5,北西,,,
2025-03-07,0,0.0,0.7,-7.1,3.6,56.0,1.5,西北西,,,
2025-03-07,1,0.0,3.7,-7.4,3.5,44.0,6.5,北北西,,,
2025-03-07,2,0.0,3.3,-7.2,3.6,46.0,6.5,北北西,,,
2025-03-07,3,0.0,2.8,-7.1,3.6,48.0,8.2,北北西,,,
2025-03-07,4,0.0,2.8,-7.4,3.5,47.0,8.9,北北西,,,
2025-03-07,5,0.0,2.4,-7.8,3.4,47.0,7.1,北北西,,,
2025-03-07,6,0.0,2.4,-8.0,3.3,46.0,5.2,北北西,,,
2025-03-07,7,0.0,2.4,-7.2,3.6,49.0,4.4,北,0.6,,
2025-03-07,8,0.0,3.6,-7.8,3.4,43.0,5.8,北北西,1.0,,
2025-03-07,9,0.0,5.2,-8.0,3.4,38.0,5.6,北北西,1.0,,
2025-03-07,10,0.0,6.1,-9.7,2.9,31.0,7.8,北北西,1.0,,
2025-03-07,11,0.0,7.5,-9.8,2.9,28.0,7.4,北北西,1.0,,
2025-03-07,12,0.0,8.9,-10.0,2.9,25.0,4.9,北,1.0,,
2025-03-07,13,0.0,8.9,-9.5,3.0,26.0,6.2,北北西,1.0,,
2025-03-07,14,0.0,9.3,-7.4,3.5,30.0,6.7,北西,1.0,,
2025-03-07,15,0.0,9.3,-6.5,3.7,32.0,5.2,北北西,1.0,,
2025-03-07,16,0.0,8.3,-7.4,3.5,32.0,6.1,北西,1.0,,
2025-03-07,17,0.0,6.5,-7.9,3.4,35.0,4.4,北西,0.8,,
2025-03-07,18,0.0,5.3,-7.9,3.4,38.0,6.2,北西,0.0,,
2025-03-07,19,0.0,3.2,-6.5,3.8,49.0,7.8,北西,,,
2025-03-07,20,0.0,2.6,-6.0,3.9,53.0,6.6,北西,,,
2025-03-07,21,0.0,2.5,-6.9,3.7,50.0,6.8,北北西,,,
2025-03-07,22,0.0,1.7,-6.8,3.7,53.0,5.0,北西,,,
2025-03-07,23,0.0,1.6,-7.2,3.6,52.0,3.6,北北西,,,
2025-03-08,0,0.0,3.7,2.1,7.1,89.0,1.4,西北西,,,
2025-03-08,1,0.0,0.5,-7.7,3.4,54.0,4.2,北西,,,
2025-03-08,2,0.0,-0.2,-7.9,3.4,56.0,2.3,北北西,,,
2025-03-08,3,0.0,-0.1,-7.4,3.5,58.0,3.0,北北西,,,
2025-03-08,4,0.0,0.2,-7.8,3.4,55.0,2.2,北北西,,,
2025-03-08,5,0.0,0.1,-7.9,3.4,55.0,2.6,北北西,,,
2025-03-08,6,0.0,-0.1,-6.9,3.6,60.0,1.8,北西,,,
2025-03-08,7,0.0,0.3,-6.8,3.7,59.0,2.0,北北西,0.0,,
2025-03-08,8,0.0,0.9,-6.6,3.7,57.0,2.0,北西,0.0,,
2025-03-08,9,0.0,2.0,-6.8,3.7,52.0,1.2,北北西,0.0,,
2025-03-08,10,0.0,3.9,-6.1,3.9,48.0,1.4,東南東,0.3,,
2025-03-08,11,0.0,5.2,-5.7,4.0,45.0,1.7,東南東,0.0,,
2025-03-08,12,0.0,5.1,-5.3,4.1,47.0,3.5,東南東,0.0,,
2025-03-08,13,0.0,4.5,-1.9,5.3,63.0,2.9,東南東,0.0,,
2025-03-08,14,0.0,3.7,0.1,6.1,77.0,0.7,東,0.0,,
2025-03-08,15,0.0,4.8,-1.9,5.3,62.0,0.7,北北東,0.0,,
2025-03-08,16,0.0,5.0,0.4,6.3,72.0,2.3,東南東,0.0,,
2025-03-08,17,0.0,4.8,0.2,6.2,72.0,0.9,東,0.0,,
2025-03-08,18,0.0,4.2,1.6,6.8,83.0,0.4,南西,0.0,,
2025-03-08,19,0.0,4.2,1.4,6.8,82.0,0.3,南南西,,,
2025-03-08,20,0.0,4.1,1.5,6.8,83.0,0.4,西北西,,,
2025-03-08,21,0.0,4.1,1.6,6.9,84.0,0.9,西,,,
2025-03-08,22,0.0,3.9,1.9,7.0,87.0,0.6,西南西,,,
2025-03-08,23,0.0,3.9,1.8,6.9,86.0,0.9,西北西,,,
2025-03-09,0,0.0,4.3,-4.9,4.2,51.0,5.6,北西,,,
2025-03-09,1,0.0,3.1,1.8,6.9,91.0,0.4,西南西,,,
2025-03-09,2,0.0,2.2,1.3,6.7,94.0,0.6,西,,,
2025-03-09,3,0.0,2.1,1.2,6.7,94.0,0.7,北西,,,
2025-03-09,4,0.0,2.8,1.3,6.7,90.0,1.0,西北西,,,
2025-03-09,5,0.0,2.4,1.2,6.7,92.0,0.9,西北西,,,
2025-03-09,6,0.0,1.9,0.0,6.1,87.0,0.7,北東,,,
2025-03-09,7,0.0,3.6,-1.7,5.4,68.0,3.4,北北西,0.4,,
2025-03-09,8,0.0,5.7,-1.9,5.3,58.0,5.9,北西,1.0,,
2025-03-09,9,0.0,6.4,-2.0,5.3,55.0,7.3,北西,1.0,,
2025-03-09,10,0.0,8.1,-2.8,5.0,46.0,7.5,北西,1.0,,
2025-03-09,11,0.0,9.1,-2.8,5.0,43.0,7.5,北西,1.0,,
2025-03-09,12,0.0,10.8,-4.8,4.3,33.0,5.2,北北西,1.0,,
2025-03-09,13,0.0,11.6,-5.8,4.0,29.0,6.6,北北西,1.0,,
2025-03-09,14,0.0,12.2,-7.8,3.4,24.0,5.7,北北西,1.0,,
2025-03-09,15,0.0,12.7,-7.9,3.4,23.0,4.6,北,1.0,,
2025-03-09,16,0.0,11.9,-8.6,3.2,23.0,5.2,北北西,1.0,,
2025-03-09,17,0.0,10.2,-9.5,3.0,24.0,5.8,北西,0.8,,
2025-03-09,18,0.0,8.7,-8.3,3.3,29.0,4.1,北西,0.0,,
2025-03-09,19,0.0,7.4,-6.3,3.8,37.0,4.6,西北西,,,
2025-03-09,20,0.0,6.7,-5.6,4.0,41.0,4.4,北西,,,
2025-03-09,21,0.0,6.0,-5.3,4.1,44.0,4.7,北西,,,
2025-03-09,22,0.0,5.1,-5.0,4.2,48.0,4.5,北西,,,
2025-03-09,23,0.0,4.2,-4.3,4.5,54.0,4.3,北西,,,
2025-03-10,0,0.0,6.9,2.8,7.5,75.0,0.2,静穏,,,
2025-03-10,1,0.0,3.2,-4.5,4.4,57.0,4.4,北西,,,
2025-03-10,2,0.0,3.5,-5.2,4.2,53.0,3.5,北北西,,,
2025-03-10,3,0.0,1.9,-4.8,4.3,61.0,2.2,北西,,,
2025-03-10,4,0.0,0.3,-4.7,4.3,69.0,0.5,南西,,,
2025-03-10,5,0.0,-0.6,-5.0,4.2,72.0,0.9,西北西,,,
2025-03-10,6,0.0,-0.6,-5.4,4.1,70.0,0.5,南,,,
2025-03-10,7,0.0,1.4,-5.1,4.2,62.0,0.5,西北西,0.7,,
2025-03-10,8,0.0,3.6,-5.3,4.1,52.0,2.0,南南東,1.0,,
2025-03-10,9,0.0,6.3,-4.2,4.5,47.0,2.0,東南東,1.0,,
2025-03-10,10,0.0,8.5,-4.6,4.3,39.0,2.5,東南東,1.0,,
2025-03-10,11,0.0,9.6,-5.5,4.1,34.0,3.1,東南東,1.0,,
2025-03-10,12,0.0,10.7,-6.6,3.7,29.0,2.0,東南東,1.0,,
2025-03-10,13,0.0,13.3,-4.8,4.3,28.0,2.6,東南東,1.0,,
2025-03-10,14,0.0,14.2,-7.8,3.4,21.0,1.8,南南東,1.0,,
2025-03-10,15,0.0,15.4,-8.1,3.3,19.0,2.0,南東,1.0,,
2025-03-10,16,0.0,15.3,-8.9,3.1,18.0,1.1,南,1.0,,
2025-03-10,17,0.0,12.9,1.0,6.5,44.0,2.6,東南東,0.8,,
2025-03-10,18,0.0,10.3,2.2,7.1,57.0,2.0,東南東,0.0,,
2025-03-10,19,0.0,9.3,2.9,7.5,64.0,2.3,南東,,,
2025-03-10,20,0.0,8.1,3.0,7.6,70.0,2.2,南東,,,
2025-03-10,21,0.0,7.6,3.1,7.6,73.0,1.4,南,,,
2025-03-10,22,0.0,7.8,3.1,7.6,72.0,0.7,南東,,,
2025-03-10,23,0.0,7.3,3.2,7.7,75.0,0.6,西,,,
2025-03-11,0,0.0,7.4,5.9,9.3,90.0,1.2,西北西,,,
2025-03-11,1,0.0,6.5,3.1,7.6,79.0,0.2,静穏,,,
2025-03-11,2,0.0,6.3,2.6,7.4,77.0,0.6,北西,,,
2025-03-11,3,0.0,5.8,2.5,7.3,79.0,0.9,西北西,,,
2025-03-11,4,0.0,5.6,2.3,7.2,79.0,0.6,南南西,,,
2025-03-11,5,0.0,5.5,2.5,7.3,81.0,0.5,南,,,
2025-03-11,6,0.0,5.6,2.8,7.5,82.0,0.5,西南西,,,
2025-03-11,7,0.0,5.8,3.1,7.7,83.0,0.2,静穏,0.0,,
2025-03-11,8,0.0,5.7,4.5,8.4,92.0,0.8,西,0.0,,
2025-03-11,9,0.0,6.8,4.3,8.3,84.0,0.6,北,0.0,,
2025-03-11,10,0.0,8.4,5.2,8.8,80.0,1.5,東,0.3,,
2025-03-11,11,0.0,9.1,4.1,8.2,71.0,1.0,南南東,0.0,,
2025-03-11,12,0.0,9.8,5.0,8.7,72.0,1.4,南東,0.0,,
2025-03-11,13,0.0,9.1,5.7,9.1,79.0,3.3,北西,0.0,,
2025-03-11,14,0.0,8.7,6.0,9.3,83.0,2.8,北北西,0.0,,
2025-03-11,15,0.0,8.6,6.1,9.4,84.0,2.1,北西,0.0,,
2025-03-11,16,0.0,8.7,5.8,9.2,82.0,2.4,北西,0.0,,
2025-03-11,17,0.0,8.6,6.2,9.5,85.0,1.6,西北西,0.0,,
2025-03-11,18,0.0,8.1,6.4,9.6,89.0,1.2,西北西,0.0,,
2025-03-11,19,0.0,7.7,6.8,9.9,94.0,0.3,西,,,
2025-03-11,20,0.0,7.6,6.1,9.4,90.0,0.8,西北西,,,
2025-03-11,21,0.0,7.5,5.8,9.2,89.0,1.0,西北西,,,
2025-03-11,22,0.0,7.4,5.9,9.3,90.0,1.2,西北西,,,
2025-03-11,23,0.0,7.4,5.7,9.2,89.0,0.9,西北西,,,
2025-03-12,0,0.0,8.7,8.0,10.7,95.0,1.1,北西,,,
2025-03-12,1,0.0,7.5,5.5,9.0,87.0,1.1,西北西,,,
2025-03-12,2,0.0,7.3,5.6,9.1,89.0,0.9,北西,,,
2025-03-12,3,0.0,7.1,5.3,8.9,88.0,0.5,北西,,,
2025-03-12,4,0.0,6.0,5.0,8.7,93.0,0.6,北西,,,
2025-03-12,5,0.0,4.7,3.8,8.0,94.0,0.8,西,,,
2025-03-12,6,0.0,5.4,3.9,8.1,90.0,1.4,北西,,,
2025-03-12,7,0.0,5.9,3.4,7.8,84.0,2.1,北西,0.0,,
2025-03-12,8,0.0,6.8,4.1,8.2,83.0,2.4,北西,0.0,,
2025-03-12,9,0.0,8.5,4.1,8.2,74.0,2.1,北西,0.0,,
2025-03-12,10,0.0,10.3,5.3,8.9,71.0,0.6,北,0.0,,
2025-03-12,11,0.0,10.8,5.2,8.8,68.0,0.7,東北東,0.0,,
2025-03-12,12,0.0,11.2,5.1,8.8,66.0,0.9,東,0.0,,
2025-03-12,13,0.0,12.2,6.3,9.5,67.0,0.5,西北西,0.0,,
2025-03-12,14,0.0,12.0,7.9,10.7,76.0,2.4,東南東,0.0,,
2025-03-12,15,0.5,11.4,9.7,12.0,89.0,1.0,東北東,0.0,,
2025-03-12,16,0.0,10.8,9.7,12.0,93.0,1.0,北北東,0.0,,
2025-03-12,17,0.0,10.7,10.0,12.2,95.0,0.8,南,0.0,,
2025-03-12,18,0.0,10.4,9.8,12.1,96.0,0.6,南南西,0.0,,
2025-03-12,19,0.0,10.2,9.8,12.1,97.0,0.3,南南西,,,
2025-03-12,20,0.0,10.2,9.8,12.1,97.0,0.5,南西,,,
2025-03-12,21,0.0,10.1,9.7,12.0,97.0,0.6,南西,,,
2025-03-12,22,0.0,9.3,8.9,11.4,97.0,0.8,西南西,,,
2025-03-12,23,0.0,9.8,9.4,11.8,97.0,0.5,西,,,
2025-03-13,0,0.0,8.4,0.4,6.3,57.0,8.4,北西,,,
2025-03-13,1,0.0,8.5,7.3,10.2,92.0,1.9,西北西,,,
2025-03-13,2,0.0,7.4,6.4,9.6,93.0,1.6,西北西,,,
2025-03-13,3,0.0,7.5,6.0,9.3,90.0,2.3,北西,,,
2025-03-13,4,0.0,6.6,5.3,8.9,91.0,1.7,北西,,,
2025-03-13,5,0.0,6.4,5.2,8.8,92.0,1.1,北北西,,,
2025-03-13,6,0.0,6.5,5.2,8.8,91.0,1.6,北西,,,
2025-03-13,7,0.0,7.4,5.7,9.2,89.0,1.7,北西,0.0,,
2025-03-13,8,0.0,9.4,6.8,9.9,84.0,0.6,北,0.1,,
2025-03-13,9,0.0,12.6,9.1,11.5,79.0,2.2,南東,1.0,,
2025-03-13,10,0.0,13.5,8.6,11.1,72.0,2.2,東南東,1.0,,
2025-03-13,11,0.0,16.0,8.5,11.1,61.0,3.5,東南東,1.0,,
2025-03-13,12,0.0,17.4,8.0,10.7,54.0,2.2,東南東,1.0,,
2025-03-13,13,0.0,18.6,7.7,10.5,49.0,3.2,東南東,1.0,,
2025-03-13,14,0.0,18.5,5.7,9.2,43.0,3.3,東南東,0.9,,
2025-03-13,15,0.0,19.1,7.2,10.2,46.0,2.3,東南東,0.8,,
2025-03-13,16,0.0,18.6,8.8,11.4,53.0,2.3,東南東,0.5,,
2025-03-13,17,0.0,17.9,0.6,6.4,31.0,4.3,北北西,0.0,,
2025-03-13,18,0.0,15.7,1.4,6.8,38.0,5.1,北西,0.0,,
2025-03-13,19,0.0,14.7,0.2,6.2,37.0,5.3,北西,,,
2025-03-13,20,0.0,13.7,0.0,6.1,39.0,4.9,北北西,,,
2025-03-13,21,0.0,12.5,0.6,6.4,44.0,5.0,北西,,,
2025-03-13,22,0.0,10.5,1.1,6.6,52.0,4.9,北西,,,
2025-03-13,23,0.0,9.4,0.6,6.4,54.0,6.3,北西,,,
2025-03-14,0,0.0,6.5,-3.2,4.8,50.0,6.1,北北西,,,
2025-03-14,1,0.0,7.5,0.3,6.2,60.0,5.9,北北西,,,
2025-03-14,2,0.0,7.1,-0.3,6.0,59.0,7.4,北北西,,,
2025-03-14,3,0.0,6.6,-0.6,5.8,60.0,7.2,北西,,,
2025-03-14,4,0.0,6.1,-1.3,5.6,59.0,6.2,北西,,,
2025-03-14,5,0.0,6.2,-2.2,5.2,55.0,3.1,北,,,
2025-03-14,6,0.0,4.6,-2.0,5.3,62.0,1.8,北北西,,,
2025-03-14,7,0.0,4.7,-2.2,5.2,61.0,1.7,北西,0.1,,
2025-03-14,8,0.0,6.8,-2.1,5.2,53.0,1.8,北,0.7,,
2025-03-14,9,0.0,8.7,-3.2,4.8,43.0,1.2,北,0.5,,
2025-03-14,10,0.0,11.6,-2.6,5.1,37.0,1.7,南東,1.0,,
2025-03-14,11,0.0,12.8,-2.3,5.2,35.0,1.5,東,1.0,,
2025-03-14,12,0.0,14.3,-0.2,6.0,37.0,1.3,北東,1.0,,
2025-03-14,13,0.0,16.5,2.2,7.1,38.0,2.7,東南東,1.0,,
2025-03-14,14,0.0,18.6,2.0,7.1,33.0,1.8,南東,1.0,,
2025-03-14,15,0.0,18.4,3.9,8.0,38.0,1.9,南南西,1.0,,
2025-03-14,16,0.0,17.2,6.1,9.4,48.0,2.7,東南東,1.0,,
2025-03-14,17,0.0,14.2,6.6,9.7,60.0,3.0,東南東,0.9,,
2025-03-14,18,0.0,12.2,6.3,9.5,67.0,2.0,南東,0.0,,
2025-03-14,19,0.0,10.9,6.1,9.4,72.0,1.5,西北西,,,
2025-03-14,20,0.0,10.1,5.3,8.9,72.0,1.5,西北西,,,
2025-03-14,21,0.0,9.4,-2.5,5.1,43.0,2.6,西北西,,,
2025-03-14,22,0.0,7.8,-2.5,5.1,48.0,4.8,北西,,,
2025-03-14,23,0.0,7.0,-2.7,5.0,50.0,6.4,北北西,,,
2025-03-15,0,0.0,4.9,1.6,6.8,79.0,1.2,南東,,,
2025-03-15,1,0.0,6.0,-3.4,4.8,51.0,7.2,北西,,,
2025-03-15,2,0.0,5.6,-3.5,4.7,52.0,5.1,北北西,,,
2025-03-15,3,0.0,4.6,-3.6,4.7,55.0,1.7,北西,,,
2025-03-15,4,0.0,4.9,-4.1,4.5,52.0,6.5,北北西,,,
2025-03-15,5,0.0,4.3,-3.7,4.7,56.0,3.6,北北西,,,
2025-03-15,6,0.0,4.6,-4.1,4.5,53.0,4.7,北北西,0.0,,
2025-03-15,7,0.0,4.8,-4.2,4.5,52.0,2.9,北,0.0,,
2025-03-15,8,0.0,6.0,-4.4,4.4,47.0,3.6,北北西,0.0,,
2025-03-15,9,0.0,7.0,-4.4,4.4,44.0,2.6,北,0.0,,
2025-03-15,10,0.0,7.5,-3.9,4.6,44.0,1.6,北北西,0.0,,
2025-03-15,11,0.0,7.7,-3.8,4.6,44.0,1.1,北西,0.0,,
2025-03-15,12,0.0,8.0,-3.2,4.8,45.0,0.9,東南東,0.0,,
2025-03-15,13,0.0,8.1,-2.2,5.2,48.0,0.4,東北東,0.0,,
2025-03-15,14,0.0,8.0,-0.5,5.9,55.0,4.9,北北西,0.0,,
2025-03-15,15,0.5,5.2,1.9,7.0,79.0,6.1,北西,0.0,,
2025-03-15,16,0.5,4.8,2.7,7.4,86.0,2.6,北北東,0.0,,
2025-03-15,17,0.5,4.5,3.0,7.6,90.0,2.3,北西,0.0,,
2025-03-15,18,1.0,4.1,2.3,7.2,88.0,1.1,北北東,0.0,,
2025-03-15,19,0.5,3.7,2.8,7.5,94.0,0.8,西,,,
2025-03-15,20,0.5,3.9,2.9,7.5,93.0,0.7,北西,,,
2025-03-15,21,0.5,3.8,3.1,7.6,95.0,0.3,南,,,
2025-03-15,22,0.5,3.7,3.1,7.6,96.0,0.4,南南東,,,
2025-03-15,23,0.0,3.8,3.4,7.8,97.0,0.9,南南東,,,
2025-03-16,0,0.0,5.8,5.2,8.9,96.0,0.9,西北西,,,
2025-03-16,1,0.5,4.4,2.1,7.1,85.0,2.2,東南東,,,
2025-03-16,2,0.0,4.3,2.2,7.1,86.0,1.1,南南東,,,
2025-03-16,3,0.0,4.4,2.1,7.1,85.0,1.3,南東,,,
2025-03-16,4,0.0,4.5,1.9,7.0,83.0,1.5,南東,,,
2025-03-16,5,0.5,4.5,2.0,7.1,84.0,0.8,南南東,,,
2025-03-16,6,0.5,4.0,3.1,7.6,94.0,1.1,南東,0.0,,
